Export Page Cols:,O2,O3,O4,Temp Adj ROI,Temp Adj ROI SD,Temp Adj Max,Temp Adj Max SD,Max eV,Max eV SD,Energy (mJ),Energy (mJ) SD,Energy Adjusted Max,Lineout Integrated,Lineout Integrated SD,,,,,,,,,,,,,,,,,,,,,22.3930474,0.24,192.8794427,0.24,,,,,,,,,0.00655355,,,,,,,,,,,,,NORMALIZED ENERGY,NORMALIZED FLUX
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.00,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SN,Temp (C),TimeStamp,Mean ROI,Max ROI,Energy,BG Subtracted Value,BG Raw Value,Integrated under Lineout,TL Motor SN,TL Foc,TL Trans,Energy SN,Energy (J),Centroid SRSI,,Dazz SN,Delay,Ordern 2,Order 3,Order 4,,,,,,Temp,Standard Dev (SD),ROI Mean,Standard Dev (SD),ROI Max,Standard Dev (SD),MeV at Max,Standard Dev (SD),BG Side Mean,Standard Dev (SD),BG Side Mean Raw,Standard Dev (SD),Integral Under Lineout,Standard Dev (SD),Standard Dev (SD),Standard Dev (SD),TFoc (mm),Standard Dev (SD),TTrans (mm),Standard Dev (SD),"Energy (mJ, uncal)",Standard Dev (SD),Del,Standard Dev (SD),O2,Standard Dev (SD),O3,Standard Dev (SD),O4,Standard Dev (SD),Reps per setting,Centroid SRSI,Centroid SRSI SD,,
,175195,72,15:21:28,28.45813824,64.35024762,1.106482,20.82975238,191.3161524,65551.54027,175195,18.44997668,2.399982509,175195,0.0053248102,804.48467,,175195,4400,35100,27000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.561,0.135634,,
,175194,72,15:21:25,15.08467336,38.1437619,0.629348,20.7162381,191.2026381,34742.05367,175194,18.44997668,2.399982509,175194,0.002565147357,804.4228632,,175194,4400,35000,-17000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.618,0.40986,,
,175193,72,15:21:23,24.91906825,56.36823492,0.603322,20.77176508,191.2581651,57396.83502,175193,18.44997668,2.399982509,175193,0.002515543392,805.0314149,,175193,4400,35000,-17000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.672,0.760994,,
,175192,72,15:21:20,27.14499638,63.22505714,0.970682,20.75494286,191.2413429,62526.6066,175192,18.44997668,2.399982509,175192,0.00257895142,807.0547892,,175192,4400,35000,-17000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.614,0.594978,,
,175191,72,15:21:18,19.10195521,47.28564444,0.965458,20.83435556,191.3207556,43998.07916,175191,18.44997668,2.399982509,175191,0.002713042411,806.5860386,,175191,4400,35000,-17000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.098,0.225764,,
,175190,72,15:21:15,23.95822753,57.90873968,0.929338,20.97126032,191.4576603,55185.38749,175190,18.44997668,2.399982509,175190,0.002553015702,807.0621863,,175190,4400,35000,-17000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.621,0.423022,,
,175189,72,15:21:13,17.50653666,49.7278127,0.72025,20.8321873,191.3185873,40322.18264,175189,18.44997668,2.399982509,175189,0.001922532695,806.6717833,,175189,4400,35000,-21000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.175,0.114169,,
,175188,72,15:21:10,12.80497624,34.70845714,0.607282,20.77154286,191.2579429,29492.1068,175188,18.44997668,2.399982509,175188,0.001855289733,806.3391073,,175188,4400,35000,-21000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.205,0.415799,,
,175187,72,15:21:08,36.60237123,80.28844762,1.034618,20.73155238,191.2179524,84313.18487,175187,18.44997668,2.399982509,175187,0.001974303277,806.1054063,,175187,4400,35000,-21000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.262,0.283184,,
,175186,72,15:21:05,26.82607808,66.00724127,0.76505,20.97275873,191.4591587,61792.06664,175186,18.44997668,2.399982509,175186,0.002062270562,806.0048965,,175186,4400,35000,-21000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.224,0.278203,,
,175185,72,15:21:03,13.54875585,36.49519683,0.67705,20.88480317,191.3712032,31205.60829,175185,18.44997668,2.399982509,175185,0.002027029049,807.363847,,175185,4400,35000,-21000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.055,0.506372,,
,175184,72,15:21:00,4.566490972,18.37991111,0.48505,20.88008889,191.3664889,10512.70529,175184,18.44997668,2.399982509,175184,0.005616733863,808.1659517,,175184,4400,34700,-9000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.288,0.310598,,
,175183,72,15:20:58,8.572354663,28.47414286,0.591538,20.72585714,191.2122571,19740.411,175183,18.44997668,2.399982509,175183,0.004923657095,807.5382372,,175183,4400,34700,-9000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.137,1.0445,,
,175182,72,15:20:55,16.67302034,47.37963492,1.01305,20.56036508,191.0467651,38401.13922,175182,18.44997668,2.399982509,175182,0.004780666983,807.0170296,,175182,4400,34700,-9000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.306,0.274022,,
,175181,72,15:20:53,7.897608185,26.26390159,0.564602,20.65609841,191.1424984,18186.33536,175181,18.44997668,2.399982509,175181,0.005342665662,806.8694381,,175181,4400,34700,-9000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.337,0.459603,,
,175180,72,15:20:50,8.869939286,27.38875873,0.560818,20.73124127,191.2176413,20426.21136,175180,18.44997668,2.399982509,175180,0.005528186135,807.0940205,,175180,4400,34700,-9000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.875,0.433787,,
,175179,72,15:20:48,27.83646518,63.04648254,0.8473,20.83351746,191.3199175,64119.87929,175179,18.44997668,2.399982509,175179,0.006117941695,807.3193843,,175179,4400,35000,27000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.523,0.201132,,
,175178,72,15:20:45,34.272625,76.30477778,1.106482,20.89522222,191.3816222,78946.66322,175178,18.44997668,2.399982509,175178,0.006324013111,807.2958461,,175178,4400,35000,27000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.228,0.35113,,
,175177,72,15:20:43,29.44608318,70.2766127,0.997042,20.4433873,190.9297873,67827.70904,175177,18.44997668,2.399982509,175177,0.00621783652,807.4145151,,175177,4400,35000,27000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.381,0.237903,,
,175176,72,15:20:40,39.07140397,87.0159873,1.089658,20.7240127,191.2104127,90001.60876,175176,18.44997668,2.399982509,175176,0.006159539437,803.4514319,,175176,4400,35000,27000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.523,0.259877,,
,175175,72,15:20:38,30.99789901,75.23689206,0.965458,20.70310794,191.1895079,71402.48242,175175,18.44997668,2.399982509,175175,0.006301397192,804.2678728,,175175,4400,35000,27000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.653,0.442677,,
,175174,72,15:20:35,35.64388899,83.03029524,0.98645,20.66970476,191.1561048,82106.11993,175174,18.44997668,2.399982509,175174,0.002478668834,803.783639,,175174,4400,35100,-5000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.754,0.341756,,
,175173,72,15:20:33,30.88616786,72.14276508,1.186898,20.91723492,191.4036349,71145.29798,175173,18.44997668,2.399982509,175173,0.002543961808,803.8566102,,175173,4400,35100,-5000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.137,0.340401,,
,175172,72,15:20:30,30.88563239,71.84893968,0.970682,20.87106032,191.3574603,71145.36809,175172,18.44997668,2.399982509,175172,0.002461991035,803.363885,,175172,4400,35100,-5000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.963,0.211003,,
,175171,72,15:20:28,41.39628219,92.57830476,1.029202,20.76169524,191.2480952,95357.41587,175171,18.44997668,2.399982509,175171,0.002588134729,803.3726795,,175171,4400,35100,-5000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.272,0.803744,,
,175170,72,15:20:25,45.05239355,99.37987619,1.034618,20.64012381,191.1265238,103780.8149,175170,18.44997668,2.399982509,175170,0.002418856153,803.5295228,,175170,4400,35100,-5000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.803,0.46138,,
,175169,72,15:20:23,13.33319469,40.10657143,0.63545,20.67342857,191.1598286,30708.464,175169,18.44997668,2.399982509,175169,0.005163588034,803.6167666,,175169,4400,34800,-9000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.045,0.205992,,
,175168,72,15:20:20,23.18276667,63.59193333,0.997042,20.40806667,190.8944667,53398.94247,175168,18.44997668,2.399982509,175168,0.005445542533,800.1417387,,175168,4400,34800,-9000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.56,0.158139,,
,175167,72,15:20:18,16.3565755,45.41145397,0.6053,20.66854603,191.154946,37673.17849,175167,18.44997668,2.399982509,175167,0.005491063735,800.6480782,,175167,4400,34800,-9000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.866,0.417979,,
,175166,72,15:20:15,19.77672292,51.10684444,0.965458,20.51315556,190.9995556,45552.74276,175166,18.44997668,2.399982509,175166,0.005302655788,800.540749,,175166,4400,34800,-9000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.718,0.121495,,
,175165,72,15:20:13,7.147599901,24.29841587,0.531122,20.46158413,190.9479841,16458.70176,175165,18.44997668,2.399982509,175165,0.005381783558,800.4839189,,175165,4400,34800,-9000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.607,0.434534,,
,175164,72,15:20:10,14.44185784,37.95392381,0.629348,20.48607619,190.9724762,33261.89653,175164,18.44997668,2.399982509,175164,0.005161843613,800.5705751,,175164,4400,34400,11000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.791,0.382267,,
,175163,72,15:20:08,6.795059425,21.79073651,0.629348,20.40926349,190.8956635,15645.28618,175163,18.44997668,2.399982509,175163,0.005129002022,800.4852785,,175163,4400,34400,11000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.691,0.435719,,
,175162,72,15:20:05,11.14732599,36.81770794,0.61525,20.56229206,191.0486921,25672.70138,175162,18.44997668,2.399982509,175162,0.004959429251,800.4399575,,175162,4400,34400,11000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.202,0.301434,,
,175161,72,15:20:03,6.887430853,22.74088571,0.572218,20.27911429,190.7655143,15859.0298,175161,18.44997668,2.399982509,175161,0.005188395439,800.5666521,,175161,4400,34400,11000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.44,0.388018,,
,175160,72,15:20:00,12.81254747,34.4204381,0.627322,20.5195619,191.0059619,29508.85893,175160,18.44997668,2.399982509,175160,0.005121666947,802.5970676,,175160,4400,34400,11000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.066,0.279109,,
,175159,72,15:19:58,27.1822693,60.99036825,1.045498,20.52963175,191.0160317,62610.93809,175159,18.44997668,2.399982509,175159,0.005912987443,802.3506563,,175159,4400,35300,23000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.763,0.149275,,
,175158,72,15:19:55,26.15976984,59.61504762,0.69845,20.44495238,190.9313524,60255.83467,175158,18.44997668,2.399982509,175158,0.005920236206,802.4357514,,175158,4400,35300,23000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.544,1.06041,,
,175157,72,15:19:53,22.75258279,51.91832063,0.52025,20.70167937,191.1880794,52407.05242,175157,18.44997668,2.399982509,175157,0.005952081768,802.1165932,,175157,4400,35300,23000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.185,0.327348,,
,175156,72,15:19:50,19.26241999,45.92050159,1.034618,20.59949841,191.0858984,44368.25516,175156,18.44997668,2.399982509,175156,0.006077066116,802.0819749,,175156,4400,35300,23000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.311,0.354907,,
,175155,72,15:19:48,42.86551166,92.94907937,1.078522,20.59092063,191.0773206,98741.30978,175155,18.44997668,2.399982509,175155,0.005659332843,802.5421984,,175155,4400,35300,23000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.944,0.549396,,
,175154,72,15:19:45,18.75772882,44.98624444,0.545842,20.49375556,190.9801556,43205.21096,175154,18.44997668,2.399982509,175154,0.006159408658,803.3957256,,175154,4400,34900,27000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.853,0.0658788,,
,175153,72,15:19:43,27.54006781,64.4009619,1.045498,20.4590381,190.9454381,63437.16527,175153,18.44997668,2.399982509,175153,0.006154766033,803.0094841,,175153,4400,34900,27000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.349,0.413445,,
,175152,72,15:19:40,19.86966572,54.72602857,0.572218,20.41397143,190.9003714,45765.9738,175152,18.44997668,2.399982509,175152,0.005996490481,803.5083398,,175152,4400,34900,27000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.083,0.423538,,
,175151,72,15:19:38,19.27648859,46.0028254,0.603322,20.5371746,191.0235746,44400.22689,175151,18.44997668,2.399982509,175151,0.005744879328,802.551,,175151,4400,34900,27000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.44,0.384441,,
,175150,72,15:19:35,25.14258517,61.66873968,0.929338,20.45126032,190.9376603,57912.85749,175150,18.44997668,2.399982509,175150,0.005910527747,802.3889242,,175150,4400,34900,27000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.423,0.694351,,
,175149,72,15:19:33,13.1779938,37.08815873,0.63545,20.53184127,191.0182413,30351.63956,175149,18.44997668,2.399982509,175149,0.005323549502,802.4323149,,175149,4400,35000,15000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.958,0.269626,,
,175148,72,15:19:30,22.4526691,58.37073333,0.939578,20.46926667,190.9556667,51717.91887,175148,18.44997668,2.399982509,175148,0.005068714966,802.4199688,,175148,4400,35000,15000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.189,0.156045,,
,175147,72,15:19:28,17.34903492,46.81125714,0.603322,20.36874286,190.8551429,39957.5552,175147,18.44997668,2.399982509,175147,0.00510847006,802.9805354,,175147,4400,35000,15000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.393,0.167524,,
,175146,72,15:19:25,8.751590476,27.17047937,0.55705,20.14952063,190.6359206,20153.34398,175146,18.44997668,2.399982509,175146,0.005196071419,802.9948427,,175146,4400,35000,15000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.598,0.278387,,
,175145,72,15:19:23,14.05205104,37.69306667,0.579898,20.26693333,190.7533333,32364.06253,175145,18.44997668,2.399982509,175145,0.005316300923,803.1653225,,175145,4400,35000,15000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.883,0.359918,,
,175144,72,15:19:20,38.69384916,88.25536825,1.089658,20.36463175,190.8510317,89132.42309,175144,18.44997668,2.399982509,175144,0.004501470194,805.9087461,,175144,4400,35000,-1000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.984,0.425831,,
,175143,72,15:19:18,39.02988636,86.76430476,0.88405,20.23569524,190.7220952,89905.90387,175143,18.44997668,2.399982509,175143,0.004583358297,805.6985,,175143,4400,35000,-1000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.28,0.521735,,
,175142,72,15:19:15,29.77029772,68.10934286,0.729082,20.33065714,190.8170571,68575.1566,175142,18.44997668,2.399982509,175142,0.004340098196,805.9999941,,175142,4400,35000,-1000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.576,0.316727,,
,175141,72,15:19:13,36.8516128,82.48301905,0.981178,20.43698095,190.923381,84888.00287,175141,18.44997668,2.399982509,175141,0.004400434865,806.2694689,,175141,4400,35000,-1000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.274,0.160032,,
,175140,72,15:19:10,22.69710283,52.2966254,0.65605,20.3833746,190.8697746,52278.44829,175140,18.44997668,2.399982509,175140,0.004277924237,805.8171355,,175140,4400,35000,-1000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.066,0.202165,,
,175139,72,15:19:08,7.623985913,23.97207619,0.516658,20.30792381,190.7943238,17555.86147,175139,18.44997668,2.399982509,175139,0.005501692444,805.8403883,,175139,4400,34600,-13000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.766,0.372276,,
,175138,72,15:19:05,9.420616419,28.46585079,0.48505,20.23414921,190.7205492,21694.75438,175138,18.44997668,2.399982509,175138,0.005445526044,805.0980199,,175138,4400,34600,-13000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.021,0.350534,,
,175137,72,15:19:03,7.837087401,26.77654921,0.55705,20.32345079,190.8098508,18046.39282,175137,18.44997668,2.399982509,175137,0.005424404699,806.1569745,,175137,4400,34600,-13000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.907,0.417814,,
,175136,72,15:19:00,7.070285268,23.23034603,0.509522,20.32965397,190.816054,16280.79691,175136,18.44997668,2.399982509,175136,0.005114559377,807.9592394,,175136,4400,34600,-13000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.246,0.156977,,
,175135,72,15:18:58,5.508293204,22.04640952,0.509522,20.13359048,190.6199905,12681.13113,175135,18.44997668,2.399982509,175135,0.004981420165,808.0074198,,175135,4400,34600,-13000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.102,0.181281,,
,175134,72,15:18:55,28.03729211,64.36827302,0.579898,20.25172698,190.738127,64582.86276,175134,18.44997668,2.399982509,175134,0.005994437994,807.7982387,,175134,4400,35100,23000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.181,0.215775,,
,175133,72,15:18:53,25.14325511,57.72470476,1.034618,20.25529524,190.7416952,57914.05507,175133,18.44997668,2.399982509,175133,0.005906187356,807.8823621,,175133,4400,35100,23000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.08,0.359059,,
,175132,72,15:18:50,16.06316533,40.91473651,0.737978,20.48526349,190.9716635,36996.54818,175132,18.44997668,2.399982509,175132,0.005838582041,807.4897971,,175132,4400,35100,23000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.874,0.423314,,
,175131,72,15:18:48,19.10654896,50.78108889,0.564602,20.21891111,190.7053111,44008.27771,175131,18.44997668,2.399982509,175131,0.006073359139,807.7829727,,175131,4400,35100,23000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.572,0.164506,,
,175130,72,15:18:45,31.81378705,72.63166032,1.061938,20.26833968,190.7547397,73281.48371,175130,18.44997668,2.399982509,175130,0.0062044768,807.8977727,,175130,4400,35100,23000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.885,0.129933,,
,175129,72,15:18:43,22.57897316,57.3616381,0.955058,20.3183619,190.8047619,52007.51253,175129,18.44997668,2.399982509,175129,0.004131940443,807.3214659,,175129,4400,35100,-1000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.624,0.218522,,
,175128,72,15:18:40,19.38933676,49.89701905,0.629348,20.08298095,190.569381,44659.63487,175128,18.44997668,2.399982509,175128,0.003948933476,803.5595484,,175128,4400,35100,-1000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.965,0.442966,,
,175127,72,15:18:38,19.80925451,46.20448889,0.607282,20.15551111,190.6419111,45627.48791,175127,18.44997668,2.399982509,175127,0.004122604379,803.6072512,,175127,4400,35100,-1000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.375,0.76356,,
,175126,72,15:18:35,22.38175957,50.05676825,0.83525,20.38323175,190.8696317,51553.53729,175126,18.44997668,2.399982509,175126,0.004181985566,803.1042876,,175126,4400,35100,-1000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.559,0.614231,,
,175125,72,15:18:33,18.84526567,49.08398095,0.98645,20.21601905,190.702419,43405.69813,175125,18.44997668,2.399982509,175125,0.004273565059,802.9209423,,175125,4400,35100,-1000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.487,0.941115,,
,175124,72,15:18:30,39.14019425,90.79085397,1.146298,20.16914603,190.655546,90159.45669,175124,18.44997668,2.399982509,175124,0.001910337495,802.9908179,,175124,4400,35400,-17000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.262,0.355858,,
,175123,72,15:18:28,32.37288006,74.92494603,0.869242,20.17505397,190.661454,74570.63071,175123,18.44997668,2.399982509,175123,0.002003475829,803.2160005,,175123,4400,35400,-17000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.39,0.165258,,
,175122,72,15:18:25,23.5145877,56.50799048,1.01305,20.19200952,190.6784095,54163.32207,175122,18.44997668,2.399982509,175122,0.002034083441,804.1169347,,175122,4400,35400,-17000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.072,0.34977,,
,175121,72,15:18:23,6.239503472,21.224,0.619258,20.096,190.5824,14366.822,175121,18.44997668,2.399982509,175121,0.001959474821,804.5920246,,175121,4400,35400,-17000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.711,0.334715,,
,175120,72,15:18:20,46.98200035,105.1838667,1.092452,20.01613333,190.5025333,108226.6849,175120,18.44997668,2.399982509,175120,0.001900039921,800.9820668,,175120,4400,35400,-17000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.648,0.402875,,
,175119,72,15:18:18,7.647615873,23.63817143,0.568402,19.84182857,190.3282286,17610.6088,175119,18.44997668,2.399982509,175119,0.005213704483,800.9939605,,175119,4400,34700,-13000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.402,0.389857,,
,175118,72,15:18:15,6.849532837,22.92972381,0.607282,19.93027619,190.4166762,15772.01393,175118,18.44997668,2.399982509,175118,0.005138051822,800.9979282,,175118,4400,34700,-13000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.11,0.169453,,
,175117,72,15:18:13,7.690958532,25.30925714,0.516658,19.91074286,190.3971429,17709.7192,175117,18.44997668,2.399982509,175117,0.005127401183,800.7872782,,175117,4400,34700,-13000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.241,0.139762,,
,175116,72,15:18:10,11.49107133,31.4993873,0.531122,20.0406127,190.5270127,26465.00896,175116,18.44997668,2.399982509,175116,0.00523925466,800.4166378,,175116,4400,34700,-13000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.516,0.19768,,
,175115,72,15:18:08,20.72695675,51.90327619,0.830458,20.17672381,190.6631238,47741.50507,175115,18.44997668,2.399982509,175115,0.005334330889,800.8851034,,175115,4400,34700,-13000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.804,0.471091,,
,175114,72,15:18:05,18.60057312,44.4978127,0.672818,19.8821873,190.3685873,42842.22264,175114,18.44997668,2.399982509,175114,0.001933864121,800.4303158,,175114,4400,35000,-17000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.183,0.462026,,
,175113,72,15:18:03,34.7579256,80.04434921,0.929338,20.17565079,190.6620508,80064.84622,175113,18.44997668,2.399982509,175113,0.002002000611,800.5879013,,175113,4400,35000,-17000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.155,0.426911,,
,175112,72,15:18:00,13.12480655,39.67150794,0.769618,20.12849206,190.6148921,30229.06278,175112,18.44997668,2.399982509,175112,0.001960955761,802.2074493,,175112,4400,35000,-17000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.594,0.0905245,,
,175111,72,15:17:58,19.31724454,51.28253968,0.579898,19.93746032,190.4238603,44493.92889,175111,18.44997668,2.399982509,175111,0.002108542655,802.1671628,,175111,4400,35000,-17000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.842,0.361777,,
,175110,72,15:17:55,14.86196037,39.85599683,0.702778,19.96400317,190.4504032,34229.96069,175110,18.44997668,2.399982509,175110,0.002047757083,801.4095227,,175110,4400,35000,-17000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.898,0.22303,,
,175109,72,15:17:53,38.13669782,84.22881587,0.997042,19.99118413,190.4775841,87846.83296,175109,18.44997668,2.399982509,175109,0.004415644336,802.0100855,,175109,4400,35400,7000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.528,0.134711,,
,175108,72,15:17:50,31.77796954,71.69458413,0.975922,20.06541587,190.5518159,73201.29724,175108,18.44997668,2.399982509,175108,0.004328675892,801.9112065,,175108,4400,35400,7000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.671,1.16963,,
